surface	token_sequence	canonical_relation	relation_components	initial_relation_token_offset	final_adp_token_offset	source	notes
inside lower corner of	inside lower corner of	inside lower corner of	inside|lower|corner|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=2.39946229552e-11; ngram_max_frequency=9.18161380259e-11; ngram_nonzero_years=9; ngram_years=2000-2019
inside lower edge of	inside lower edge of	inside lower edge of	inside|lower|edge|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=1.45101101447e-10; ngram_max_frequency=4.39786845829e-10; ngram_nonzero_years=18; ngram_years=2000-2019
inside lower half of	inside lower half of	inside lower half of	inside|lower|half|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=3.96670217506e-11; ngram_max_frequency=2.31060753864e-10; ngram_nonzero_years=10; ngram_years=2000-2019
inside lower part of	inside lower part of	inside lower part of	inside|lower|part|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=6.50633498467e-11; ngram_max_frequency=2.55544918559e-10; ngram_nonzero_years=12; ngram_years=2000-2019
inside margin of	inside margin of	inside margin of	inside|margin|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=1.03884619232e-09; ngram_max_frequency=1.57614996228e-09; ngram_nonzero_years=20; ngram_years=2000-2019
inside middle of	inside middle of	inside middle of	inside|middle|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=2.6236905773e-10; ngram_max_frequency=4.93692808856e-10; ngram_nonzero_years=20; ngram_years=2000-2019
inside of	inside of	inside of	inside|of	0	1	TPP|PDEP|WIKTIONARY	source_count=3; source_row_count=3
inside opening of	inside opening of	inside opening of	inside|opening|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=5.08046395231e-10; ngram_max_frequency=8.16387516617e-10; ngram_nonzero_years=20; ngram_years=2000-2019
inside outer edge of	inside outer edge of	inside outer edge of	inside|outer|edge|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=1.92979725949e-11; ngram_max_frequency=9.2424304321e-11; ngram_nonzero_years=8; ngram_years=2000-2019
inside outer surface of	inside outer surface of	inside outer surface of	inside|outer|surface|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=9.73988962399e-12; ngram_max_frequency=7.81047032605e-11; ngram_nonzero_years=4; ngram_years=2000-2019
inside outside of	inside outside of	inside outside of	inside|outside|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=2.18279524056e-10; ngram_max_frequency=7.55059610322e-10; ngram_nonzero_years=19; ngram_years=2000-2019
inside peak of	inside peak of	inside peak of	inside|peak|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=9.45653168619e-11; ngram_max_frequency=4.68338090531e-10; ngram_nonzero_years=14; ngram_years=2000-2019
inside perimeter of	inside perimeter of	inside perimeter of	inside|perimeter|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=5.39605384542e-09; ngram_max_frequency=7.11121117547e-09; ngram_nonzero_years=20; ngram_years=2000-2019
inside periphery of	inside periphery of	inside periphery of	inside|periphery|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=5.4162213603e-10; ngram_max_frequency=1.65097446825e-09; ngram_nonzero_years=20; ngram_years=2000-2019
inside rear of	inside rear of	inside rear of	inside|rear|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=3.80213007085e-10; ngram_max_frequency=1.77955850056e-09; ngram_nonzero_years=20; ngram_years=2000-2019
inside right corner of	inside right corner of	inside right corner of	inside|right|corner|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=5.56809284444e-11; ngram_max_frequency=2.37419833793e-10; ngram_nonzero_years=12; ngram_years=2000-2019
inside right edge of	inside right edge of	inside right edge of	inside|right|edge|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=8.79304752274e-11; ngram_max_frequency=3.03889219344e-10; ngram_nonzero_years=14; ngram_years=2000-2019
inside right of	inside right of	inside right of	inside|right|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=2.80457725446e-10; ngram_max_frequency=5.56482471215e-10; ngram_nonzero_years=19; ngram_years=2000-2019
inside right side of	inside right side of	inside right side of	inside|right|side|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=compound; ngram_mean_frequency=5.03813697358e-11; ngram_max_frequency=2.27916907569e-10; ngram_nonzero_years=11; ngram_years=2000-2019
inside rim of	inside rim of	inside rim of	inside|rim|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=4.92463864228e-09; ngram_max_frequency=7.30574800656e-09; ngram_nonzero_years=20; ngram_years=2000-2019
inside side of	inside side of	inside side of	inside|side|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=3.94356521743e-10; ngram_max_frequency=9.36676181063e-10; ngram_nonzero_years=20; ngram_years=2000-2019
inside surface of	inside surface of	inside surface of	inside|surface|of	0	2	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP MID of; mid_type=atomic; ngram_mean_frequency=6.56483700745e-08; ngram_max_frequency=1.20319804113e-07; ngram_nonzero_years=20; ngram_years=2000-2019
inside the apex of	inside the apex of	inside the apex of	inside|the|apex|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=2.69811891752e-10; ngram_max_frequency=1.58167789976e-09; ngram_nonzero_years=20; ngram_years=2000-2019
inside the back of	inside the back of	inside the back of	inside|the|back|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.60562218243e-08; ngram_max_frequency=2.45996372716e-08; ngram_nonzero_years=20; ngram_years=2000-2019
inside the back part of	inside the back part of	inside the back part of	inside|the|back|part|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=1.73270766311e-10; ngram_max_frequency=5.5146698319e-10; ngram_nonzero_years=20; ngram_years=2000-2019
inside the base of	inside the base of	inside the base of	inside|the|base|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=5.0779574004e-09; ngram_max_frequency=5.96136767728e-09; ngram_nonzero_years=20; ngram_years=2000-2019
inside the border of	inside the border of	inside the border of	inside|the|border|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=4.02143322219e-09; ngram_max_frequency=5.30237630192e-09; ngram_nonzero_years=20; ngram_years=2000-2019
inside the bottom of	inside the bottom of	inside the bottom of	inside|the|bottom|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=4.45500284111e-09; ngram_max_frequency=6.91226642591e-09; ngram_nonzero_years=20; ngram_years=2000-2019
inside the boundary of	inside the boundary of	inside the boundary of	inside|the|boundary|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=6.84597188591e-09; ngram_max_frequency=9.86154827243e-09; ngram_nonzero_years=20; ngram_years=2000-2019
inside the center of	inside the center of	inside the center of	inside|the|center|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=4.40293990919e-09; ngram_max_frequency=5.79824088742e-09; ngram_nonzero_years=20; ngram_years=2000-2019
inside the core of	inside the core of	inside the core of	inside|the|core|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=6.515424145e-09; ngram_max_frequency=9.15000658575e-09; ngram_nonzero_years=20; ngram_years=2000-2019
inside the corner of	inside the corner of	inside the corner of	inside|the|corner|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.27048886949e-09; ngram_max_frequency=2.10986006444e-09; ngram_nonzero_years=20; ngram_years=2000-2019
inside the crest of	inside the crest of	inside the crest of	inside|the|crest|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.31385668664e-10; ngram_max_frequency=3.7354347393e-10; ngram_nonzero_years=17; ngram_years=2000-2019
inside the doorway of	inside the doorway of	inside the doorway of	inside|the|doorway|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=8.45884712778e-09; ngram_max_frequency=1.35521015729e-08; ngram_nonzero_years=20; ngram_years=2000-2019
inside the edge of	inside the edge of	inside the edge of	inside|the|edge|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=8.90659245887e-09; ngram_max_frequency=1.19395728859e-08; ngram_nonzero_years=20; ngram_years=2000-2019
inside the end of	inside the end of	inside the end of	inside|the|end|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.96150348793e-09; ngram_max_frequency=3.03052627437e-09; ngram_nonzero_years=20; ngram_years=2000-2019
inside the entrance of	inside the entrance of	inside the entrance of	inside|the|entrance|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=6.91009066148e-09; ngram_max_frequency=1.00364544037e-08; ngram_nonzero_years=20; ngram_years=2000-2019
inside the exit of	inside the exit of	inside the exit of	inside|the|exit|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=3.58720631324e-11; ngram_max_frequency=8.48046285973e-11; ngram_nonzero_years=12; ngram_years=2000-2019
inside the exterior of	inside the exterior of	inside the exterior of	inside|the|exterior|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=3.52866486551e-10; ngram_max_frequency=4.89341989152e-09; ngram_nonzero_years=13; ngram_years=2000-2019
inside the face of	inside the face of	inside the face of	inside|the|face|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=8.80323209294e-10; ngram_max_frequency=1.29152921691e-09; ngram_nonzero_years=20; ngram_years=2000-2019
inside the far edge of	inside the far edge of	inside the far edge of	inside|the|far|edge|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=4.00076451135e-11; ngram_max_frequency=2.08565414939e-10; ngram_nonzero_years=9; ngram_years=2000-2019
inside the far end of	inside the far end of	inside the far end of	inside|the|far|end|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=1.03372868078e-10; ngram_max_frequency=2.92435076155e-10; ngram_nonzero_years=17; ngram_years=2000-2019
inside the flank of	inside the flank of	inside the flank of	inside|the|flank|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=3.90163337402e-11; ngram_max_frequency=1.15083276242e-10; ngram_nonzero_years=11; ngram_years=2000-2019
inside the foot of	inside the foot of	inside the foot of	inside|the|foot|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=2.40751073244e-10; ngram_max_frequency=6.83750722708e-10; ngram_nonzero_years=20; ngram_years=2000-2019
inside the front edge of	inside the front edge of	inside the front edge of	inside|the|front|edge|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=1.87390692893e-10; ngram_max_frequency=4.33295482827e-10; ngram_nonzero_years=19; ngram_years=2000-2019
inside the front half of	inside the front half of	inside the front half of	inside|the|front|half|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=5.42304319506e-11; ngram_max_frequency=2.50139853275e-10; ngram_nonzero_years=13; ngram_years=2000-2019
inside the front of	inside the front of	inside the front of	inside|the|front|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=1.09435906578e-08; ngram_max_frequency=1.61939028298e-08; ngram_nonzero_years=20; ngram_years=2000-2019
inside the front part of	inside the front part of	inside the front part of	inside|the|front|part|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=1.30787313271e-10; ngram_max_frequency=2.91991597567e-10; ngram_nonzero_years=18; ngram_years=2000-2019
inside the head of	inside the head of	inside the head of	inside|the|head|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=2.3540393335e-08; ngram_max_frequency=2.9774646082e-08; ngram_nonzero_years=20; ngram_years=2000-2019
inside the heart of	inside the heart of	inside the heart of	inside|the|heart|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=9.0078802837e-09; ngram_max_frequency=1.16453330729e-08; ngram_nonzero_years=20; ngram_years=2000-2019
inside the inner edge of	inside the inner edge of	inside the inner edge of	inside|the|inner|edge|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=3.70082843884e-10; ngram_max_frequency=6.32884911145e-10; ngram_nonzero_years=20; ngram_years=2000-2019
inside the inner part of	inside the inner part of	inside the inner part of	inside|the|inner|part|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=2.30043491721e-10; ngram_max_frequency=3.91848248293e-10; ngram_nonzero_years=20; ngram_years=2000-2019
inside the inner surface of	inside the inner surface of	inside the inner surface of	inside|the|inner|surface|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=1.3283986567e-10; ngram_max_frequency=3.14606923846e-10; ngram_nonzero_years=20; ngram_years=2000-2019
inside the inside of	inside the inside of	inside the inside of	inside|the|inside|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=2.73097520986e-10; ngram_max_frequency=4.93091900644e-10; ngram_nonzero_years=20; ngram_years=2000-2019
inside the interior of	inside the interior of	inside the interior of	inside|the|interior|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=2.1584865454e-09; ngram_max_frequency=3.06653902271e-09; ngram_nonzero_years=20; ngram_years=2000-2019
inside the left corner of	inside the left corner of	inside the left corner of	inside|the|left|corner|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=6.87684655748e-11; ngram_max_frequency=2.24719243214e-10; ngram_nonzero_years=13; ngram_years=2000-2019
inside the left edge of	inside the left edge of	inside the left edge of	inside|the|left|edge|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=3.29326266604e-10; ngram_max_frequency=9.23913445749e-10; ngram_nonzero_years=18; ngram_years=2000-2019
inside the left half of	inside the left half of	inside the left half of	inside|the|left|half|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=1.61709841351e-10; ngram_max_frequency=3.88071741408e-10; ngram_nonzero_years=18; ngram_years=2000-2019
inside the left of	inside the left of	inside the left of	inside|the|left|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=6.95991597688e-11; ngram_max_frequency=2.05854708279e-10; ngram_nonzero_years=14; ngram_years=2000-2019
inside the left side of	inside the left side of	inside the left side of	inside|the|left|side|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=5.0337519153e-10; ngram_max_frequency=9.28367993591e-10; ngram_nonzero_years=20; ngram_years=2000-2019
inside the lower edge of	inside the lower edge of	inside the lower edge of	inside|the|lower|edge|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=1.34800122453e-10; ngram_max_frequency=4.03638261703e-10; ngram_nonzero_years=19; ngram_years=2000-2019
inside the lower half of	inside the lower half of	inside the lower half of	inside|the|lower|half|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=2.09539917882e-10; ngram_max_frequency=5.90692550428e-10; ngram_nonzero_years=19; ngram_years=2000-2019
inside the lower part of	inside the lower part of	inside the lower part of	inside|the|lower|part|of	0	4	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=compound; ngram_mean_frequency=8.98414067273e-10; ngram_max_frequency=1.4605646137e-09; ngram_nonzero_years=20; ngram_years=2000-2019
inside the margin of	inside the margin of	inside the margin of	inside|the|margin|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=6.74615116027e-10; ngram_max_frequency=1.18935571114e-09; ngram_nonzero_years=20; ngram_years=2000-2019
inside the middle of	inside the middle of	inside the middle of	inside|the|middle|of	0	3	GOOGLE_NGRAM_RELATION_PATTERN	pattern=ADP the MID of; mid_type=atomic; ngram_mean_frequency=2.18972337155e-09; ngram_max_frequency=3.18863849214e-09; ngram_nonzero_years=20; ngram_years=2000-2019
